frame_index,timestamp_sec,x_rel,y_rel,z_rel,qw,qx,qy,qz,confidence,layer,orientation_source,scale_status
100,23.214663317,-0.276683016,0.258356206,-0.842058453,-0.612849018,0.00507165486,0.777591484,0.140505667,1,fitted_bspline,raw_camera_orientation,relative_only
101,23.365989950,-0.261890993,0.259279463,-0.813522185,-0.526464201,0.00652427244,0.834218567,0.163927608,1,fitted_bspline,raw_camera_orientation,relative_only
102,23.517316583,-0.266882911,0.265745915,-0.835107865,-0.517266675,-0.0112845876,0.84195593,0.153029592,1,fitted_bspline,raw_camera_orientation,relative_only
103,23.668643216,-0.279679874,0.26376605,-0.818956335,-0.503444969,-0.0300051577,0.846945859,0.168302008,1,fitted_bspline,raw_camera_orientation,relative_only
104,23.819969849,-0.28389537,0.263068066,-0.825620424,-0.480934916,-0.0448748587,0.856913022,0.179966458,1,fitted_bspline,raw_camera_orientation,relative_only
105,23.971296482,-0.271015488,0.27605728,-0.852418117,-0.44388197,-0.0556622992,0.873987206,0.189781106,1,fitted_bspline,raw_camera_orientation,relative_only
106,24.122623116,-0.248283034,0.283611625,-0.857301043,-0.432851186,-0.0431406455,0.857207277,0.275634576,1,fitted_bspline,raw_camera_orientation,relative_only
107,24.273949749,-0.232221856,0.272388651,-0.823857239,-0.426942706,-0.0570065277,0.834037462,0.34474874,1,fitted_bspline,raw_camera_orientation,relative_only
108,24.425276382,-0.245519853,0.27240951,-0.819646889,-0.408917428,-0.0451825376,0.822418219,0.392903739,1,fitted_bspline,raw_camera_orientation,relative_only
109,24.576603015,-0.255393131,0.282227841,-0.837127493,-0.394483284,-0.0462289369,0.824724781,0.40258522,1,fitted_bspline,raw_camera_orientation,relative_only
110,24.727929648,-0.235438351,0.289115043,-0.844536256,-0.397638571,-0.0685954362,0.824563495,0.396576948,1,fitted_bspline,raw_camera_orientation,relative_only
111,24.879256281,-0.229803756,0.284055831,-0.836305488,-0.41316633,-0.0808378625,0.818818827,0.390249347,1,fitted_bspline,raw_camera_orientation,relative_only
112,25.030582915,-0.241084415,0.272888186,-0.850306649,-0.399461695,-0.0733576033,0.830870112,0.380399622,1,fitted_bspline,raw_camera_orientation,relative_only
113,25.181909548,-0.256091109,0.263717956,-0.830093382,-0.406404414,-0.0889722593,0.849955388,0.323257216,1,fitted_bspline,raw_camera_orientation,relative_only
114,25.333236181,-0.264923801,0.258520752,-0.834390214,-0.403211477,-0.107667672,0.858835905,0.297033779,1,fitted_bspline,raw_camera_orientation,relative_only
115,25.484562814,-0.27083919,0.256433059,-0.851270317,-0.404985204,-0.113021615,0.864544794,0.275273315,1,fitted_bspline,raw_camera_orientation,relative_only
116,25.635889447,-0.280383155,0.256242944,-0.851938552,-0.412429655,-0.109791388,0.865094517,0.26355096,1,fitted_bspline,raw_camera_orientation,relative_only
117,25.787216080,-0.288552159,0.256738472,-0.851225358,-0.417641181,-0.112340909,0.865181399,0.253804079,1,fitted_bspline,raw_camera_orientation,relative_only
118,25.938542714,-0.273319852,0.25670771,-0.853448984,-0.407085544,-0.112237851,0.869977014,0.254605615,1,fitted_bspline,raw_camera_orientation,relative_only
119,26.089869347,-0.28753303,0.254938724,-0.851320701,-0.402729163,-0.112119771,0.870293587,0.260437039,1,fitted_bspline,raw_camera_orientation,relative_only
120,26.241195980,-0.303640942,0.250728599,-0.835967211,-0.411455012,-0.106629198,0.868960967,0.253459709,1,fitted_bspline,raw_camera_orientation,relative_only
121,26.392522613,-0.309956465,0.245410495,-0.845070537,-0.400864915,-0.107872575,0.873707796,0.25358532,1,fitted_bspline,raw_camera_orientation,relative_only
122,26.543849246,-0.306327606,0.240826591,-0.829221708,-0.4128846,-0.103846807,0.869097764,0.251815855,1,fitted_bspline,raw_camera_orientation,relative_only
123,26.695175879,-0.29617675,0.238819065,-0.820282101,-0.399104099,-0.103659696,0.873570985,0.258542685,1,fitted_bspline,raw_camera_orientation,relative_only
124,26.846502513,-0.29722379,0.241230097,-0.821453779,-0.374785767,-0.101748512,0.886222778,0.252570895,1,fitted_bspline,raw_camera_orientation,relative_only
125,26.997829146,-0.317639969,0.249901864,-0.816178319,-0.298251937,-0.161189617,0.895658021,0.287854824,1,fitted_bspline,raw_camera_orientation,relative_only
126,27.149155779,-0.324434613,0.261416627,-0.790949268,-0.171115862,-0.270190818,0.88769743,0.33122433,1,fitted_bspline,raw_camera_orientation,relative_only
127,27.300482412,-0.332340157,0.247589038,-0.762222146,0.260868066,-0.251242387,0.851216718,0.379809445,1,fitted_bspline,raw_camera_orientation,relative_only
128,27.451809045,-0.381524423,0.1959533,-0.661185628,0.755832256,-0.0973789395,0.595538682,0.254103564,1,fitted_bspline,raw_camera_orientation,relative_only
129,27.603135678,-0.384610934,0.190636081,-0.639740594,0.877960078,-0.0779783032,0.406399619,0.240717336,1,fitted_bspline,raw_camera_orientation,relative_only
130,27.754462312,-0.381184225,0.195688349,-0.664364711,0.880907385,-0.0736245993,0.428465948,0.18707894,1,fitted_bspline,raw_camera_orientation,relative_only
131,27.905788945,-0.387006494,0.199960294,-0.658349659,0.904203237,-0.118077961,0.401046997,0.087380822,1,fitted_bspline,raw_camera_orientation,relative_only
132,28.057115578,-0.410573232,0.207257473,-0.69833704,0.893784433,-0.164144905,0.417350534,-0.00493654076,1,fitted_bspline,raw_camera_orientation,relative_only
133,28.208442211,-0.400216667,0.212789466,-0.694771343,0.896593516,-0.150256659,0.411916425,-0.0621921419,1,fitted_bspline,raw_camera_orientation,relative_only
134,28.359768844,-0.395467396,0.208215184,-0.692832472,0.896243894,-0.152894196,0.414196305,-0.0425637005,1,fitted_bspline,raw_camera_orientation,relative_only
