frame_index,timestamp_sec,tx_relative,ty_relative,tz_relative,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,vx_relative_per_source_s,vy_relative_per_source_s,vz_relative_per_source_s,angular_rate_proxy_deg_per_source_s,pose_valid,confidence,source_layer,coordinate_frame,pose_semantics,scale_status
10,9.767,-0.02587202377617359,0.027311699464917183,-0.09821240603923798,-0.051795928875179205,0.9961393621561364,-0.050591656749620725,-0.04963906911346846,-174.3353425723326,5.9773754272150645,-5.518857846930921,-0.01652449901614872,0.012687726744583688,-0.05545215947287429,2.8255060928909774,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
11,9.967,-0.02872808836400509,0.03014655038714409,-0.11134598404169083,-0.04421231110323822,0.9958915494031901,-0.06123308796749198,-0.04995800548649974,-175.27358661938905,6.022558801490908,-6.788108847485005,-0.0165939277836254,0.013652257621288244,-0.06346906934465656,5.36197318225892,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
12,10.117,-0.031679898500442505,0.03208998963236809,-0.12042658030986786,-0.039502484439867154,0.996117983590269,-0.059986681349579594,-0.05089316802674544,-175.81341080831442,6.092300274827657,-6.669542090793091,-0.01865892981489506,0.017938713232676252,-0.059550876418749704,1.5144846377596335,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
13,10.267,-0.03432576730847359,0.035528164356946945,-0.12921124696731567,-0.048135811148329245,0.9956864600880211,-0.06196596503429251,-0.049513998625103715,-174.82404989364838,6.002185592642359,-6.850809718232244,-0.018968944038663612,0.01851903540747508,-0.06552462066922876,5.471031073382045,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
14,10.467,-0.03831902891397476,0.03857165202498436,-0.1433601975440979,-0.05031195300728324,0.9949157224382275,-0.0732645292203831,-0.04736793628530343,-174.62600642778975,5.832831921154183,-8.149217455113591,-0.018294123666626992,0.016207929168428628,-0.06574762719018092,8.46343081173402,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
15,10.617,-0.04072871059179306,0.04120093956589699,-0.1522229164838791,-0.0656548749496897,0.9933825844756904,-0.08225259604272818,-0.045989006294660136,-172.90460139230325,5.864138080628675,-9.102763052667576,-0.017450047390801585,0.01941429717200145,-0.06275027990341193,8.066991482709,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
16,10.817,-0.04442654550075531,0.04536665603518486,-0.16532279551029205,-0.0647770089063064,0.992309485513046,-0.09443186834262655,-0.04699410941072477,-173.08747537221114,6.055941556628995,-10.506121642895875,-0.01586596880640304,0.013584601027624961,-0.057257371289389535,5.571106956701651,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
17,10.967,-0.04628179967403412,0.04595554992556572,-0.1722629964351654,-0.06491806410389968,0.9918833976021544,-0.09901174145443914,-0.04636427038537164,-173.0926762697768,6.017441431394737,-11.037494799364225,-0.014672907335417627,0.012996015804154545,-0.04475912877491547,2.3148955853366995,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
18,11.167,-0.049562063068151474,0.04991526156663895,-0.18098849058151245,-0.06923954921329874,0.9924625147454381,-0.08945374181701947,-0.04713883457229584,-172.54588895560477,6.082163670047458,-9.904089752906467,-0.017705463937350698,0.02000828938824792,-0.05140768630164015,9.236462461506905,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
19,11.317,-0.05247871205210686,0.052958451211452484,-0.19025568664073944,-0.09160483747621787,0.9904393236726634,-0.09297408375369774,-0.044657805856908185,-169.97221742415488,6.055712049973506,-10.193681309379818,-0.016709305346012077,0.014295168220996822,-0.05866761008898403,10.077523871107628,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
20,11.467,-0.05457485467195511,0.054203812032938004,-0.1985887736082077,-0.09502632855320373,0.9898198821589912,-0.09628717638804081,-0.044219649791443216,-169.59431158756345,6.075484656790221,-10.558482826521427,-0.013962249670709897,0.014293278966631223,-0.05477964878082281,2.482344864745572,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
21,11.667,-0.057365499436855316,0.05796109884977341,-0.2094285637140274,-0.08766880768652852,0.9901951686724318,-0.0989821259462802,-0.045058260505166654,-170.4654592960858,6.118679219123238,-10.906139732556639,-0.016226215021950874,0.01897030643054419,-0.05558716399329055,2.3240673077955036,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
22,11.817,-0.06025402992963791,0.060843419283628464,-0.21804428100585938,-0.08942775604443333,0.9899628144339145,-0.10002910107766344,-0.04439010502955402,-170.26284296028174,6.072099636845026,-11.021853336587547,-0.01507822956357685,0.022033538137163456,-0.05394463028226586,3.43276294749535,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
23,12.017,-0.06264287978410721,0.06567283719778061,-0.22830918431282043,-0.08087708548678393,0.9899953975891796,-0.10615510756422636,-0.04581596810537944,-171.2982078472832,6.1934800810272055,-11.768959360065734,-0.012675545045307718,0.019398704171180746,-0.054003085408892,4.749102898461849,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
24,12.167,-0.0646904706954956,0.06763296574354172,-0.23694536089897156,-0.0790423830548026,0.9898387306259172,-0.10883448864940534,-0.04611554091966563,-171.52892286028904,6.228795091437963,-12.087381641223004,-0.013202155629793771,0.015882526834805767,-0.052616298198699826,2.3223797850314605,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
25,12.317,-0.06660352647304535,0.07043759524822235,-0.24409407377243042,-0.07958756650827299,0.9902789271598672,-0.10685700056738782,-0.03993804089004412,-171.38548402297207,5.5151286229322345,-11.901746695269836,-0.014451571873256153,0.017672500440052596,-0.04403625215802878,6.210404821027716,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
26,12.517,-0.06974852085113525,0.07381834089756012,-0.2523580491542816,-0.07287574271525998,0.9903283588255275,-0.11438481061810178,-0.029240091133537253,-172.06572365942878,4.277454702853697,-12.880372041512098,-0.01387202313968115,0.01762898904936656,-0.047257542610168506,6.736149509342145,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
27,12.667,-0.07145873457193375,0.07660774141550064,-0.2606342136859894,-0.06803689254898841,0.9903355997754735,-0.11765707541452466,-0.027625960155831474,-172.61245954189113,4.0558014566535885,-13.288620805897834,-0.010856666735240347,0.020501443317958203,-0.05308415208544028,9.113936071281405,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
28,12.867,-0.07354835420846939,0.08099384605884552,-0.2709375023841858,-0.045528018339743466,0.9917981827122018,-0.11649255944726063,-0.026325803088536166,-175.16179346193513,3.602101091462172,-13.245842340901573,-0.01363681895392283,0.01885209764753071,-0.05512995379311703,14.950358162424985,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
29,13.017,-0.07623162120580673,0.08320597559213638,-0.2799296975135803,-0.022487982374698793,0.9926453535650664,-0.11608548262028356,-0.025954834216681707,-177.783156823801,3.253222930328973,-13.277420222478806,-0.014989056757518238,0.020162143877574396,-0.05576891558510922,16.339684754543562,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
30,13.217,-0.07879452407360077,0.08805059641599655,-0.290456622838974,0.0025841122894439887,0.9915356764972524,-0.12682413580170293,-0.02767603972686351,179.3031312253249,3.1085664258890287,-14.596791565044391,-0.015887596777507174,0.020112799746649524,-0.04660563809531057,17.495750617001498,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
31,13.367,-0.08179228007793427,0.09024545550346375,-0.2962416708469391,0.029358481381946352,0.9912035749379574,-0.1257568100884435,-0.028961652534656726,176.24060098346513,2.867689470261466,-14.555426946781862,-0.013331820567448981,0.012281710902849876,-0.04270275433858251,6.146984316427341,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
32,13.517,-0.08279407024383545,0.0917351096868515,-0.3032674491405487,0.014808053591607492,0.9928032691708785,-0.11604293140118568,-0.02562085760204184,177.97193358777503,2.718914529535559,-13.381566603884492,-0.006751077515738358,0.013795346021652236,-0.05325794219970709,11.946914368235642,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
33,13.717,-0.08415515720844269,0.09507382661104202,-0.31488195061683655,-0.002673258757546114,0.9935095975944247,-0.11164397018863033,-0.02161381724498646,-179.972144346019,2.4956751486925723,-12.822631268364148,-0.009758834327970192,0.019174963235855026,-0.06281648363385856,6.871609066361695,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
34,13.867,-0.08620966225862503,0.09844634681940079,-0.3252532184123993,-0.005017648467145604,0.9930572120995341,-0.1160105839110507,-0.018808006847568164,-179.67880226665002,2.207525365291669,-13.320182858308888,-0.012722952025277286,0.01748949289321901,-0.05601772240230021,4.357265005273148,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
35,14.067,-0.08860819041728973,0.10119514912366867,-0.3344881534576416,-0.0008251116205399713,0.9922362951600519,-0.1233553373790135,-0.01580868425828173,179.8702886267514,1.809441605681762,-14.175410463700057,-0.008558971541268494,0.013755687645503467,-0.0494784968239921,3.852221702116395,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
36,14.217,-0.089205302298069,0.103260837495327,-0.3425706923007965,0.0023288406459014235,0.9921987708240041,-0.12380758922419667,-0.01441723021505945,179.53048498984649,1.6063749996647971,-14.231908732870032,-0.008345817526181519,0.012314096093177766,-0.051084359486897664,2.8205029995189097,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
37,14.367,-0.0911119356751442,0.10488937795162201,-0.34981346130371094,0.005437644155698451,0.9926945987667687,-0.11970799312704317,-0.014066342339637161,179.1881735632788,1.525697914897575,-13.762881793847264,-0.012033092124121542,0.013088477509362371,-0.04930325916835245,1.1747877431435265,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
38,14.567,-0.09341688454151154,0.10784180462360382,-0.35982683300971985,0.0031671275672564346,0.9926019485747319,-0.12068788087179942,-0.01287541841232067,179.4615207508418,1.4208439209242056,-13.871509486011373,-0.009401610919407445,0.013544708490371718,-0.051520211356026836,2.1411865321797245,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
39,14.717,-0.0944024994969368,0.1096300259232521,-0.3678455352783203,0.0038817624499554223,0.9919446846071432,-0.12595160970523656,-0.012917686038026578,179.37212174186342,1.412451452652735,-14.48049002796177,-0.011010915040969859,0.016399153641292043,-0.059723258018493715,2.2430556149304937,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
40,14.917,-0.09727070480585098,0.11358150839805603,-0.3807299733161926,0.0020207385553448944,0.9917668663627552,-0.12741374342238385,-0.01265454020447374,179.5854548428593,1.4088026736506547,-14.646641355069548,-0.008504220417567671,0.014259368181228652,-0.05948262555258621,2.558749189615835,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
41,15.067,-0.09737897664308548,0.11462080478668213,-0.38866445422172546,-0.0031037843278283023,0.9916125121961413,-0.12876956990462526,-0.010648476204678676,-179.8043962151602,1.2558905775795268,-14.795764036838719,-0.005881360598972872,0.012990662029811327,-0.06223091057368694,6.919770194149824,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
42,15.267,-0.09932918101549149,0.11812824010848999,-0.40251079201698303,-0.008238133232731164,0.9902763418831776,-0.13885726786268968,0.00188653889997555,-179.0350938175594,-0.08299527669756104,-15.964726052915308,-0.006817238671439041,0.017045523439134888,-0.06284185818263469,8.654834688250657,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
43,15.417,-0.09976501017808914,0.12058673799037933,-0.4106591045856476,-0.002940048836000301,0.9897279326092857,-0.14243748927414618,0.01189693973544894,-179.47222888529302,-1.301409106769115,-16.385068355028036,-0.004585584004720041,0.016127551595369938,-0.06408274173736557,8.30484276705228,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
44,15.567,-0.1007048562169075,0.12296650558710098,-0.42173561453819275,-0.001183577604755856,0.9888914612109175,-0.14718947114280903,0.020676959952811123,-179.5167240067647,-2.3237584365494053,-16.94163445547327,-0.008122005632945477,0.014553410666329534,-0.06618891443525049,8.869032430502218,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
45,15.767,-0.10260771214962006,0.12568043172359467,-0.43382522463798523,-0.00637147850535053,0.9880772706292255,-0.14911725024370923,0.03777243978499771,-178.6293862101016,-4.171607923245454,-17.214159827546723,-0.007739684411457615,0.013868659734725966,-0.06608775683811739,10.791747763536733,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
46,15.917,-0.10341374576091766,0.12782053649425507,-0.4448663294315338,-0.018250263351624673,0.9879213910127639,-0.14592438752220113,0.04882956269794565,-177.10413726857684,-5.229954570166847,-16.936924024219405,-0.007463736193520652,0.013289579323359843,-0.06267121859959168,16.04126147793265,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
47,16.117,-0.1052200198173523,0.13033178448677063,-0.4557601511478424,-0.04844551964382019,0.9864262332898353,-0.14385415790600434,0.06262826164937192,-173.43771533965057,-6.293303581825891,-16.95548115392101,-0.008019336632319867,0.009175539016723641,-0.05946244512285511,13.241432869231618,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
48,16.267,-0.10622051358222961,0.13103197515010834,-0.4656781852245331,-0.053915625593463946,0.9862919057618528,-0.14054898223188528,0.06758228716978491,-172.74794183639312,-6.785700853286459,-16.65088372653172,-0.0062144050995508685,0.014180044333140022,-0.06854563951492293,3.0334920125882614,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
49,16.417,-0.10708434134721756,0.13458579778671265,-0.47632384300231934,-0.04709280520548679,0.9863795849605631,-0.14121011432553096,0.06998060933627204,-173.47978065360374,-7.166603406114319,-16.702964684360833,-0.0029286529336656725,0.02169694219316746,-0.07168778351375006,3.4598638116669487,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
50,16.617,-0.1072455421090126,0.13862590491771698,-0.4907689094543457,-0.04422062078349223,0.9862220908474897,-0.1423123531521218,0.07181725671615541,-173.76700668011821,-7.415811095330534,-16.82659224248026,-0.0005635619163513218,0.01565571342195793,-0.05887567996978796,3.8863601102904015,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
51,16.767,-0.10728158801794052,0.1400652974843979,-0.496930330991745,-0.057845325765980254,0.9857271935401646,-0.13926171233389242,0.07484646738684923,-172.1797048627446,-7.553108151239523,-16.59985359811141,-0.004136008875710649,0.01505553722381601,-0.05723646708897217,8.617822484906206,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
52,16.967,-0.10869314521551132,0.14389534294605255,-0.5108016729354858,-0.06722201548380975,0.9844261784836015,-0.13888814876541242,0.0842400254213141,-170.94021227376984,-8.463740779797112,-16.73295652617914,-0.005042318786893552,0.014717834336417003,-0.0668432882853914,4.840495782791443,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
53,17.117,-0.10904639959335327,0.14521653950214386,-0.5203254818916321,-0.0672024737437854,0.9839656551073924,-0.14143860091606192,0.08538465472614432,-170.8993458626745,-8.570201431007973,-17.043053350518896,-0.0028109337602342764,0.011039929730551538,-0.053752831050327625,0.45723243195980573,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
54,17.317,-0.10967697203159332,0.1477593183517456,-0.5296151638031006,-0.06706851170018446,0.9842499814525875,-0.13944494830788068,0.08549207647680519,-170.93000728343347,-8.602959707597243,-16.811212399292994,0.0006390469414847276,0.01681783369609298,-0.06220987864903079,3.4231966553849755,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
55,17.467,-0.10882273316383362,0.15110278129577637,-0.5420989394187927,-0.05689738336159499,0.9844105455100955,-0.14371545540431174,0.08393112374471812,-172.08639120876992,-8.562681239939598,-17.2053971904566,0.0008618334929148336,0.02339298526446019,-0.06900052229563379,3.940634744855488,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
56,17.617,-0.10941842198371887,0.15477721393108368,-0.5503153204917908,-0.05830793380944491,0.9838241946213421,-0.14613267559959905,0.08564683330189982,-171.87155199360907,-8.712789375827894,-17.517615400439855,-0.0006501802376338387,0.020053173814501,-0.05609529359000047,3.8398009050796045,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
57,17.817,-0.10905029624700546,0.15812139213085175,-0.561732292175293,-0.05312349089398291,0.9828229395420249,-0.15509568271145263,0.08474841254842819,-172.40278870591226,-8.633122760830803,-18.50965150319291,0.002247052533285972,0.013892054557800378,-0.05224892071315252,1.330860414012509,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
58,17.967,-0.10863195359706879,0.15963943302631378,-0.568602442741394,-0.05574821780660854,0.9835806147698045,-0.1494207788161008,0.08446739796175977,-172.15801739754494,-8.598016047961803,-17.866521350736825,-0.0019044961248125272,0.014203659125736724,-0.05729317665100074,3.012637478222692,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
59,18.167,-0.10971686989068985,0.16309267282485962,-0.5817849040031433,-0.06055703020137744,0.9827545404560838,-0.15561106114674414,0.07944530794782882,-171.6554816199345,-7.891857893344609,-18.571833702728966,-0.0014364932264600424,0.01635823931012828,-0.05475980894906158,3.7662250460726745,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
60,18.317,-0.1091347262263298,0.1653648167848587,-0.5877683758735657,-0.06620519323998098,0.9834825672648274,-0.14848449709417286,0.07956925534986213,-171.06498550917266,-7.865555770665753,-17.78665588480372,0.002655113736788457,0.013823409875234099,-0.06172597408294736,4.148728200504358,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
61,18.467,-0.10892033576965332,0.1672396957874298,-0.6003026962280273,-0.07050335977588629,0.983056055751043,-0.1503119725857692,0.07769413368388274,-170.5960239690682,-7.559769961709915,-18.009390636247726,0.0007963180541992155,0.013954426561083056,-0.059262343815394566,2.446959665146716,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
62,18.667,-0.10885601490736008,0.1702488660812378,-0.6085101962089539,-0.06862668835499171,0.982709534806691,-0.15426082184592554,0.07599964926803071,-170.81370621053253,-7.365493730264484,-18.434945242401376,0.0037087925842829964,0.01870061670030859,-0.05415712084088985,3.9241195670302993,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
63,18.817,-0.10762225836515427,0.17378491163253784,-0.6192576885223389,-0.06086925461765244,0.9836653001731088,-0.15379258892708686,0.07103063190443387,-171.79899313746373,-6.95087261055459,-18.271023407032853,0.005665974957602399,0.017643443175724683,-0.056372029440743925,3.7327167596563187,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
64,19.017,-0.10687292367219925,0.1764240711927414,-0.6282404065132141,-0.0637390106677558,0.984193555188878,-0.151193843538977,0.06663937364414513,-171.57386535492628,-6.4247496191719184,-17.941009560761508,0.0026233281408037353,0.014821503843579914,-0.047485317502702795,2.6064088586758847,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
65,19.167,-0.10670409351587296,0.17897243797779083,-0.6358775496482849,-0.061148216005329825,0.984348861602259,-0.15271967589913882,0.06320533944979828,-171.92463712208573,-6.070674932639504,-18.066932467994008,0.004012393099921074,0.014255855764661459,-0.047451938901628576,2.6549997070548343,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
66,19.367,-0.10546858608722687,0.18141362071037292,-0.6448485851287842,-0.06021335267380485,0.9844968406451622,-0.15357229351592483,0.059631146087702036,-172.09391672594742,-5.676933420539269,-18.12491952924652,0.00315338373184206,0.012682037694113673,-0.04312872886657741,2.5524447498395104,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
67,19.517,-0.10560040920972824,0.1834111511707306,-0.6509726047515869,-0.06377593531332335,0.9843159916830995,-0.15460510845421674,0.05614195429166447,-171.7493505323605,-5.209786125195774,-18.228887437973484,0.006707608699798568,0.014935433864593471,-0.0520821412404377,11.203355398570588,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
68,19.667,-0.10345630347728729,0.18589425086975098,-0.6604732275009155,-0.08919302215993938,0.9826762973429223,-0.1526562621118757,0.05556946172504699,-168.87727467518428,-4.702491030874403,-18.118481883105428,0.010919868946075394,0.012081606047494023,-0.05882058824811639,11.530139802891076,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
69,19.867,-0.10177845507860184,0.18763971328735352,-0.6715598106384277,-0.09875585149129465,0.9821833796949295,-0.1510383066411077,0.052445403747726015,-167.85423308574047,-4.197241110198267,-17.9314519924878,0.006252463374819112,0.013042858668736128,-0.06134084292820559,4.087596540015928,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
70,20.017,-0.10126794129610062,0.1904592514038086,-0.6819425225257874,-0.09367625818751163,0.9834716414650412,-0.1483654314413322,0.04467647970992598,-168.58755770452862,-3.444373990629265,-17.502048463734127,0.007964053324290734,0.01824136291231439,-0.055310215268816604,6.458251179471685,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
71,20.217,-0.0989910364151001,0.1940241903066635,-0.6909183859825134,-0.0881378859841006,0.9827778683666574,-0.15811033497337992,0.03715503300426995,-169.32848757095357,-2.588315660062312,-18.520761864401027,0.007067003420421027,0.013748705387115423,-0.03710031509399399,5.193573169644214,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
72,20.367,-0.09879449009895325,0.195271298289299,-0.6949276328086853,-0.08577616272109384,0.9839118824214776,-0.1534608570242428,0.03177456372719569,-169.70817818098817,-2.074570502590036,-17.916856165904747,0.005140577753384896,0.011204630136489842,-0.04609644412994374,6.1251508944782636,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
73,20.517,-0.09744886308908463,0.19738557934761047,-0.7047473192214966,-0.09577295522534174,0.983523775651478,-0.1513215823858279,0.024704300838421095,-168.70244989326312,-1.1236138479982571,-17.604629755445256,0.008046286446707638,0.014539020402090978,-0.049993991851806946,7.203549071694725,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
74,20.717,-0.09597828984260559,0.20035995543003082,-0.7124255299568176,-0.10021844555042625,0.9832761881207867,-0.15129640604098837,0.015283931601259926,-168.3630481968638,0.015397052203410684,-17.4933906405209,0.006512637649263628,0.012854039669036813,-0.03815770149230942,5.806257632366875,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
75,20.867,-0.09516943991184235,0.20188449323177338,-0.7181025147438049,-0.10124784854037192,0.9834149831839241,-0.1502728521736504,0.007868539566184706,-168.37386702407701,0.8568058932035726,-17.288769281217608,0.005129703453608901,0.015279735837663861,-0.04527415548052088,4.851359426203754,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
76,21.067,-0.09418289363384247,0.2057078629732132,-0.728271484375,-0.09829166214621632,0.9835785872256771,-0.15136566242163918,0.000590036722151412,-168.83629292815408,1.638611656908304,-17.33739196760924,0.011613390275410314,0.01891144684382859,-0.04951868738446947,3.8448945545908217,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
77,21.217,-0.09110475331544876,0.20850349962711334,-0.7354340553283691,-0.1013929529960621,0.9836267521058688,-0.14894093833006627,-0.0038050642251390428,-168.55231038193043,2.159912067530666,-17.004136187359833,0.008425925459180526,0.017333882195608885,-0.04344378198896118,4.793052823476303,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
78,21.417,-0.09123381972312927,0.21177472174167633,-0.7434768080711365,-0.10954158539321743,0.9816994455286993,-0.15558730791774641,-0.007709042294176626,-167.70570626365273,2.8213807776264472,-17.707617620130844,0.0028576595442635555,0.00886912856783182,-0.03616741725376659,4.536804419323229,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
79,21.567,-0.09010457247495651,0.2116076946258545,-0.7480926513671875,-0.11329762157191374,0.9820354330259787,-0.1505261660086078,-0.010579724683322668,-167.3103102963066,3.1464229141127813,-17.07896895716779,0.004630684852600142,0.007372250159581572,-0.04325946172078492,5.0513489462163745,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
