frame_index,timestamp_sec,analysis_time_sec,segment_id,segment_index,segment_boundary,tx_relative,ty_relative,tz_relative,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,vx_relative_per_source_s,vy_relative_per_source_s,vz_relative_per_source_s,angular_rate_proxy_deg_per_source_s,pose_valid,confidence,source_layer,coordinate_frame,pose_semantics,scale_status
21,67.84,1.0,seg02,2,True,0.01687452755868435,-0.03935740143060684,0.18546469509601593,0.939562973938316,0.013083585495964807,0.001991992012033801,-0.3421202562880211,1.330789784111508,0.7274194350638277,-40.00741458078397,0.0,0.0,0.0,0.0,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
22,67.89,1.05,seg02,2,False,0.017359411343932152,-0.03830427676439285,0.18627753853797913,0.9556938167236048,-0.0038410542034101216,-0.011221311926093689,-0.29412354060416995,-0.04245891531214975,-1.3584821982734216,-34.211954167065265,0.05876988172531462,0.050451755523684506,-0.05584597587585766,182.2648923596211,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
23,67.94,1.1,seg02,2,False,0.022751515731215477,-0.03431222587823868,0.17988009750843048,0.9804154792008017,0.0009341606777359986,-0.03512829433575671,-0.19377981944555256,0.8871131351579533,-3.9289051675644013,-22.391322446183366,-0.023913905024529863,-0.003293789923191258,-0.1834000647068128,230.371397863808,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
24,67.99,1.15,seg02,2,False,0.014968020841479301,-0.03863365575671196,0.1679375320672989,0.9951857232265366,0.002799536836696869,-0.010832504437769704,-0.09736629666974546,0.4402225142434641,-1.2041907664238367,-11.18038838597238,-0.07870511151849552,-0.013067945837973435,-0.1371419429778936,171.71020235041257,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
25,68.04,1.2,seg02,2,False,0.014881004579365253,-0.03561902046203613,0.16616590321063995,0.998781369530041,0.005829042237247537,-0.0146043615621136,-0.046781521668870236,0.7457623343827796,-1.6404731235625565,-5.374065480286885,-0.019614305347202536,0.02047665417194192,-0.07096529006957403,110.79254060116888,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
26,68.09,1.25,seg02,2,False,0.01300659030675888,-0.03658599033951759,0.16084100306034088,0.9999390460216924,0.00754035330494904,-0.008011900386716989,-0.0009256162583377483,0.8650016820652158,-0.9172795891900317,-0.11299866826565948,-0.09190958924592063,-0.05124200135469728,-0.0782212615013167,78.33750967405365,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
27,68.14,1.3,seg02,2,False,0.005690045654773712,-0.04074322059750557,0.15834377706050873,0.9998020611618795,0.004744698139304755,0.006572649572650653,0.018169386715554695,0.5573350471910262,0.7431631792803678,2.085855923624042,-0.03540170378983222,-0.018194094300271114,-0.04314929246902711,41.234167595349206,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
28,68.19,1.35,seg02,2,False,0.00946641992777586,-0.0384053997695446,0.15652607381343842,0.9993986480067252,0.008035530227690626,0.0018208344791082259,0.03368170390715754,0.927322907860656,0.1775128266771053,3.8619367279120804,0.051696486771109655,0.053891465067866524,-0.19892483949662385,84.06395688119764,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
29,68.24,1.4,seg02,2,False,0.010859694331884384,-0.03535407409071922,0.13845129311084747,0.9959228675320665,0.0040005326761884666,-0.009448251816616508,0.08962348019700307,0.3595947614899462,-1.1194327013898442,10.280922966055833,-0.0066001713275903795,0.019130073487757006,-0.19549205899236918,64.75770855313489,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
30,68.29,1.45,seg02,2,False,0.008806402795016766,-0.03649239242076874,0.13697686791419983,0.9958803560251424,0.0195656771800737,-0.006818020593949583,0.088278057040815,2.164683351698046,-0.9760410176976752,10.112845528293787,-0.01939097419380976,-0.06012491881846869,-0.017656087875364705,32.71801233471386,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
31,68.34,1.5,seg02,2,False,0.008920596912503242,-0.041366565972566605,0.13668568432331085,0.9934003766527053,0.01773515212370632,-0.0012139019534177084,0.1133123227520282,2.0035739871857348,-0.36847192016452956,13.008206142018471,0.012875245884061592,-0.01652006059885119,-0.06854623556137475,31.229147292384496,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
32,68.39,1.55,seg02,2,False,0.010093927383422852,-0.03814439848065376,0.13012224435806274,0.9930863419515792,0.023620482261242554,-0.0034690215627099924,0.1149328331521278,2.6434447137370394,-0.7058797300791332,13.186995303920247,0.00038873404264452285,0.02734351903200305,-0.028572827577592566,38.67363000618136,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
33,68.44,1.6,seg02,2,False,0.008959470316767693,-0.038632214069366455,0.13382840156555176,0.98903463751623,0.029678523780524522,-0.0008453907668186648,0.14466843585868921,3.351688969306351,-0.5878267781489249,16.626350144101444,0.027022203430534946,0.05387660115957566,-0.10585814714432365,32.592154146728305,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
34,68.49,1.65,seg02,2,False,0.012796147726476192,-0.0327567383646965,0.11953642964363098,0.9899702183228408,0.012297982365395128,-0.004662392176478031,0.1406626765093006,1.3201817171495063,-0.7271598590109483,16.1654189334959,0.02406978979706559,0.05167629569768465,-0.05864068865775562,64.85887916365463,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
35,68.54,1.7,seg02,2,False,0.011366449296474457,-0.03346458449959755,0.1279643326997757,0.9949304946776842,-0.002213621766670307,-0.013953761903772075,0.09956758090777126,-0.41174061686990854,-1.5658156266318435,11.435311941025017,-0.011547775939105956,0.04324460402130712,-0.025678053498265938,40.659190950286444,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
36,68.59,1.75,seg02,2,False,0.011641370132565498,-0.028432277962565422,0.11696862429380417,0.9943443411704401,0.01186041832427283,-0.004164701206385493,0.10545765464563578,1.3012761553899017,-0.6178803777632984,12.101012622355961,-0.03719175700098488,0.011890716850758275,-0.06841897964477928,15.359987493910445,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
37,68.64,1.8,seg02,2,False,0.007647273596376181,-0.03227551281452179,0.12112243473529816,0.9956509407789721,0.005150301119878679,-0.005120967377991996,0.09287870701854159,0.5331521138793414,-0.6390960261767582,10.655786016093602,-0.04479717463255183,-0.009824056178331934,-0.012677088379860644,29.713942409869105,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
38,68.69,1.85,seg02,2,False,0.00716165266931057,-0.02941468358039856,0.11570091545581818,0.9957856563118965,0.003926949487887647,-0.022571703550750274,0.08880328794601197,0.21863521839853983,-2.6164965704092595,10.187219098641085,-0.016163289546967472,0.04194015637040377,-0.06287761032581687,22.822724119254946,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
39,68.74,1.9,seg02,2,False,0.006030944641679525,-0.02808149717748165,0.11483467370271683,0.996472199407908,0.019474356854566274,-0.01139770578265599,0.08083314626537454,2.1193416969911145,-1.4820255372819873,9.247865631991141,-0.012673377059399001,0.047786440700288514,0.0001754611730575412,26.112019190034832,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
40,68.79,1.95,seg02,2,False,0.005894314963370562,-0.0246360395103693,0.11571846157312393,0.996797332886264,0.01949622493951554,-0.025508335625622713,0.07324137613090763,2.016185843966368,-3.0787886153755517,8.350517360336733,-0.002732593566178654,0.06890915334223134,0.017675757408138072,36.69074748879189,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
